"cat_code","age","sex","logMR","ch_grp","subch_grp","cat_range","ucd"
"L03","75-84","Female",0.845648742498532,"L00-L98","L00-L08","L00-L08","Cellulitis of face"
"L03","75-84","Female",0.845648742498532,"L00-L98","L00-L08","L00-L08","Cellulitis of finger and toe"
"L03","85+","Female",2.05167344095596,"L00-L98","L00-L08","L00-L08","Cellulitis, unspecified"
"L03","85+","Female",2.05167344095596,"L00-L98","L00-L08","L00-L08","Cellulitis of other sites"
"L03","85+","Female",2.05167344095596,"L00-L98","L00-L08","L00-L08","Cellulitis of trunk"
"L03","85+","Female",2.05167344095596,"L00-L98","L00-L08","L00-L08","Cellulitis of other parts of limb"
"L03","85+","Female",2.05167344095596,"L00-L98","L00-L08","L00-L08","Cellulitis of face"
"L03","85+","Female",2.05167344095596,"L00-L98","L00-L08","L00-L08","Cellulitis of finger and toe"
"L03","85+","Male",2.11778256973624,"L00-L98","L00-L08","L00-L08","Cellulitis, unspecified"
"L03","85+","Male",2.11778256973624,"L00-L98","L00-L08","L00-L08","Cellulitis of other sites"
"L03","85+","Male",2.11778256973624,"L00-L98","L00-L08","L00-L08","Cellulitis of trunk"
"L03","85+","Male",2.11778256973624,"L00-L98","L00-L08","L00-L08","Cellulitis of other parts of limb"
"L03","85+","Male",2.11778256973624,"L00-L98","L00-L08","L00-L08","Cellulitis of face"
"L03","85+","Male",2.11778256973624,"L00-L98","L00-L08","L00-L08","Cellulitis of finger and toe"
"L03","55-64","Male",-0.516509517603082,"L00-L98","L00-L08","L00-L08","Cellulitis, unspecified"
"L03","55-64","Male",-0.516509517603082,"L00-L98","L00-L08","L00-L08","Cellulitis of other sites"
"L03","55-64","Male",-0.516509517603082,"L00-L98","L00-L08","L00-L08","Cellulitis of trunk"
"L03","55-64","Male",-0.516509517603082,"L00-L98","L00-L08","L00-L08","Cellulitis of other parts of limb"
"L03","55-64","Male",-0.516509517603082,"L00-L98","L00-L08","L00-L08","Cellulitis of face"
"L03","55-64","Male",-0.516509517603082,"L00-L98","L00-L08","L00-L08","Cellulitis of finger and toe"
"L03","65-74","Male",0.110470488409218,"L00-L98","L00-L08","L00-L08","Cellulitis, unspecified"
"L03","65-74","Male",0.110470488409218,"L00-L98","L00-L08","L00-L08","Cellulitis of other sites"
"L03","65-74","Male",0.110470488409218,"L00-L98","L00-L08","L00-L08","Cellulitis of trunk"
"L03","65-74","Male",0.110470488409218,"L00-L98","L00-L08","L00-L08","Cellulitis of other parts of limb"
"L03","65-74","Male",0.110470488409218,"L00-L98","L00-L08","L00-L08","Cellulitis of face"
"L03","65-74","Male",0.110470488409218,"L00-L98","L00-L08","L00-L08","Cellulitis of finger and toe"
"L03","75-84","Male",0.987246647385032,"L00-L98","L00-L08","L00-L08","Cellulitis, unspecified"
"L03","75-84","Male",0.987246647385032,"L00-L98","L00-L08","L00-L08","Cellulitis of other sites"
"L03","75-84","Male",0.987246647385032,"L00-L98","L00-L08","L00-L08","Cellulitis of trunk"
"L03","75-84","Male",0.987246647385032,"L00-L98","L00-L08","L00-L08","Cellulitis of other parts of limb"
"L03","75-84","Male",0.987246647385032,"L00-L98","L00-L08","L00-L08","Cellulitis of face"
"L03","75-84","Male",0.987246647385032,"L00-L98","L00-L08","L00-L08","Cellulitis of finger and toe"
"L08","55-64","diff",0.164001149347324,"L00-L98","L00-L08","L00-L08","Local infection of skin and subcutaneous tissue, unspecified"
"L08","55-64","diff",0.164001149347324,"L00-L98","L00-L08","L00-L08","Other specified local infections of skin and subcutaneous tissue"
"L08","55-64","diff",0.164001149347324,"L00-L98","L00-L08","L00-L08","Pyoderma"
"L08","55-64","diff",0.164001149347324,"L00-L98","L00-L08","L00-L08","Erythrasma"
"L08","55-64","Female",-1.7465190755257,"L00-L98","L00-L08","L00-L08","Local infection of skin and subcutaneous tissue, unspecified"
"L08","55-64","Female",-1.7465190755257,"L00-L98","L00-L08","L00-L08","Other specified local infections of skin and subcutaneous tissue"
"L08","55-64","Female",-1.7465190755257,"L00-L98","L00-L08","L00-L08","Pyoderma"
"L08","55-64","Female",-1.7465190755257,"L00-L98","L00-L08","L00-L08","Erythrasma"
"L08","65-74","diff",0.0294937339795198,"L00-L98","L00-L08","L00-L08","Local infection of skin and subcutaneous tissue, unspecified"
"L08","65-74","diff",0.0294937339795198,"L00-L98","L00-L08","L00-L08","Other specified local infections of skin and subcutaneous tissue"
"L08","65-74","diff",0.0294937339795198,"L00-L98","L00-L08","L00-L08","Pyoderma"
"L08","65-74","diff",0.0294937339795198,"L00-L98","L00-L08","L00-L08","Erythrasma"
"L08","75-84","diff",0.0754880420551212,"L00-L98","L00-L08","L00-L08","Local infection of skin and subcutaneous tissue, unspecified"
"L08","75-84","diff",0.0754880420551212,"L00-L98","L00-L08","L00-L08","Other specified local infections of skin and subcutaneous tissue"
"L08","75-84","diff",0.0754880420551212,"L00-L98","L00-L08","L00-L08","Pyoderma"
"L08","75-84","diff",0.0754880420551212,"L00-L98","L00-L08","L00-L08","Erythrasma"
"L08","45-54","diff",0.263916232257364,"L00-L98","L00-L08","L00-L08","Local infection of skin and subcutaneous tissue, unspecified"
"L08","45-54","diff",0.263916232257364,"L00-L98","L00-L08","L00-L08","Other specified local infections of skin and subcutaneous tissue"
"L08","45-54","diff",0.263916232257364,"L00-L98","L00-L08","L00-L08","Pyoderma"
"L08","45-54","diff",0.263916232257364,"L00-L98","L00-L08","L00-L08","Erythrasma"
"L08","85+","Male",0.827065645033158,"L00-L98","L00-L08","L00-L08","Local infection of skin and subcutaneous tissue, unspecified"
"L08","85+","Male",0.827065645033158,"L00-L98","L00-L08","L00-L08","Other specified local infections of skin and subcutaneous tissue"
"L08","85+","Male",0.827065645033158,"L00-L98","L00-L08","L00-L08","Pyoderma"
"L08","85+","Male",0.827065645033158,"L00-L98","L00-L08","L00-L08","Erythrasma"
"L08","65-74","Female",-0.928300806539545,"L00-L98","L00-L08","L00-L08","Local infection of skin and subcutaneous tissue, unspecified"
"L08","65-74","Female",-0.928300806539545,"L00-L98","L00-L08","L00-L08","Other specified local infections of skin and subcutaneous tissue"
"L08","65-74","Female",-0.928300806539545,"L00-L98","L00-L08","L00-L08","Pyoderma"
"L08","65-74","Female",-0.928300806539545,"L00-L98","L00-L08","L00-L08","Erythrasma"
"L08","75-84","Female",-0.186221572065571,"L00-L98","L00-L08","L00-L08","Local infection of skin and subcutaneous tissue, unspecified"
"L08","75-84","Female",-0.186221572065571,"L00-L98","L00-L08","L00-L08","Other specified local infections of skin and subcutaneous tissue"
"L08","75-84","Female",-0.186221572065571,"L00-L98","L00-L08","L00-L08","Pyoderma"
"L08","75-84","Female",-0.186221572065571,"L00-L98","L00-L08","L00-L08","Erythrasma"
"L08","85+","diff",0.0943628795802899,"L00-L98","L00-L08","L00-L08","Local infection of skin and subcutaneous tissue, unspecified"
"L08","85+","diff",0.0943628795802899,"L00-L98","L00-L08","L00-L08","Other specified local infections of skin and subcutaneous tissue"
"L08","85+","diff",0.0943628795802899,"L00-L98","L00-L08","L00-L08","Pyoderma"
"L08","85+","diff",0.0943628795802899,"L00-L98","L00-L08","L00-L08","Erythrasma"
"L08","45-54","Female",-2.68964127770496,"L00-L98","L00-L08","L00-L08","Local infection of skin and subcutaneous tissue, unspecified"
"L08","45-54","Female",-2.68964127770496,"L00-L98","L00-L08","L00-L08","Other specified local infections of skin and subcutaneous tissue"
"L08","45-54","Female",-2.68964127770496,"L00-L98","L00-L08","L00-L08","Pyoderma"
"L08","45-54","Female",-2.68964127770496,"L00-L98","L00-L08","L00-L08","Erythrasma"
"L08","45-54","Male",-2.42572504544759,"L00-L98","L00-L08","L00-L08","Local infection of skin and subcutaneous tissue, unspecified"
"L08","45-54","Male",-2.42572504544759,"L00-L98","L00-L08","L00-L08","Other specified local infections of skin and subcutaneous tissue"
"L08","45-54","Male",-2.42572504544759,"L00-L98","L00-L08","L00-L08","Pyoderma"
"L08","45-54","Male",-2.42572504544759,"L00-L98","L00-L08","L00-L08","Erythrasma"
"L08","55-64","Male",-1.58251792617838,"L00-L98","L00-L08","L00-L08","Local infection of skin and subcutaneous tissue, unspecified"
"L08","55-64","Male",-1.58251792617838,"L00-L98","L00-L08","L00-L08","Other specified local infections of skin and subcutaneous tissue"
"L08","55-64","Male",-1.58251792617838,"L00-L98","L00-L08","L00-L08","Pyoderma"
"L08","55-64","Male",-1.58251792617838,"L00-L98","L00-L08","L00-L08","Erythrasma"
"L08","85+","Female",0.732702765452868,"L00-L98","L00-L08","L00-L08","Local infection of skin and subcutaneous tissue, unspecified"
"L08","85+","Female",0.732702765452868,"L00-L98","L00-L08","L00-L08","Other specified local infections of skin and subcutaneous tissue"
"L08","85+","Female",0.732702765452868,"L00-L98","L00-L08","L00-L08","Pyoderma"
"L08","85+","Female",0.732702765452868,"L00-L98","L00-L08","L00-L08","Erythrasma"
"L08","75-84","Male",-0.11073353001045,"L00-L98","L00-L08","L00-L08","Local infection of skin and subcutaneous tissue, unspecified"
"L08","75-84","Male",-0.11073353001045,"L00-L98","L00-L08","L00-L08","Other specified local infections of skin and subcutaneous tissue"
"L08","75-84","Male",-0.11073353001045,"L00-L98","L00-L08","L00-L08","Pyoderma"
"L08","75-84","Male",-0.11073353001045,"L00-L98","L00-L08","L00-L08","Erythrasma"
"L08","65-74","Male",-0.898807072560025,"L00-L98","L00-L08","L00-L08","Local infection of skin and subcutaneous tissue, unspecified"
"L08","65-74","Male",-0.898807072560025,"L00-L98","L00-L08","L00-L08","Other specified local infections of skin and subcutaneous tissue"
"L08","65-74","Male",-0.898807072560025,"L00-L98","L00-L08","L00-L08","Pyoderma"
"L08","65-74","Male",-0.898807072560025,"L00-L98","L00-L08","L00-L08","Erythrasma"
"L89","55-64","diff",0.148924856895029,"L00-L98","L80-L98","L80-L98","Stage II decubitus ulcer"
"L89","55-64","diff",0.148924856895029,"L00-L98","L80-L98","L80-L98","Stage III decubitus ulcer"
"L89","55-64","diff",0.148924856895029,"L00-L98","L80-L98","L80-L98","Decubitus ulcer"
"L89","55-64","diff",0.148924856895029,"L00-L98","L80-L98","L80-L98","Decubitus ulcer and pressure area, unspecified"
"L89","55-64","diff",0.148924856895029,"L00-L98","L80-L98","L80-L98","Stage IV decubitus ulcer"
"L89","55-64","diff",0.148924856895029,"L00-L98","L80-L98","L80-L98","Stage I decubitus ulcer and pressure area"
"L89","65-74","diff",0.0249165067293685,"L00-L98","L80-L98","L80-L98","Stage II decubitus ulcer"
"L89","65-74","diff",0.0249165067293685,"L00-L98","L80-L98","L80-L98","Stage III decubitus ulcer"
"L89","65-74","diff",0.0249165067293685,"L00-L98","L80-L98","L80-L98","Decubitus ulcer"
"L89","65-74","diff",0.0249165067293685,"L00-L98","L80-L98","L80-L98","Decubitus ulcer and pressure area, unspecified"
"L89","65-74","diff",0.0249165067293685,"L00-L98","L80-L98","L80-L98","Stage IV decubitus ulcer"
"L89","65-74","diff",0.0249165067293685,"L00-L98","L80-L98","L80-L98","Stage I decubitus ulcer and pressure area"
"L89","45-54","diff",0.252233512063951,"L00-L98","L80-L98","L80-L98","Stage II decubitus ulcer"
"L89","45-54","diff",0.252233512063951,"L00-L98","L80-L98","L80-L98","Stage III decubitus ulcer"
"L89","45-54","diff",0.252233512063951,"L00-L98","L80-L98","L80-L98","Decubitus ulcer"
"L89","45-54","diff",0.252233512063951,"L00-L98","L80-L98","L80-L98","Decubitus ulcer and pressure area, unspecified"
"L89","45-54","diff",0.252233512063951,"L00-L98","L80-L98","L80-L98","Stage IV decubitus ulcer"
"L89","45-54","diff",0.252233512063951,"L00-L98","L80-L98","L80-L98","Stage I decubitus ulcer and pressure area"
"L89","55-64","Female",-1.24862068626117,"L00-L98","L80-L98","L80-L98","Stage II decubitus ulcer"
"L89","55-64","Female",-1.24862068626117,"L00-L98","L80-L98","L80-L98","Stage III decubitus ulcer"
"L89","55-64","Female",-1.24862068626117,"L00-L98","L80-L98","L80-L98","Decubitus ulcer"
"L89","55-64","Female",-1.24862068626117,"L00-L98","L80-L98","L80-L98","Decubitus ulcer and pressure area, unspecified"
"L89","55-64","Female",-1.24862068626117,"L00-L98","L80-L98","L80-L98","Stage IV decubitus ulcer"
"L89","55-64","Female",-1.24862068626117,"L00-L98","L80-L98","L80-L98","Stage I decubitus ulcer and pressure area"
"L89","65-74","Female",-0.0746831442038105,"L00-L98","L80-L98","L80-L98","Stage II decubitus ulcer"
"L89","65-74","Female",-0.0746831442038105,"L00-L98","L80-L98","L80-L98","Stage III decubitus ulcer"
"L89","65-74","Female",-0.0746831442038105,"L00-L98","L80-L98","L80-L98","Decubitus ulcer"
"L89","65-74","Female",-0.0746831442038105,"L00-L98","L80-L98","L80-L98","Decubitus ulcer and pressure area, unspecified"
"L89","65-74","Female",-0.0746831442038105,"L00-L98","L80-L98","L80-L98","Stage IV decubitus ulcer"
"L89","65-74","Female",-0.0746831442038105,"L00-L98","L80-L98","L80-L98","Stage I decubitus ulcer and pressure area"
"L89","75-84","Female",1.14734973612964,"L00-L98","L80-L98","L80-L98","Stage II decubitus ulcer"
"L89","75-84","Female",1.14734973612964,"L00-L98","L80-L98","L80-L98","Stage III decubitus ulcer"
"L89","75-84","Female",1.14734973612964,"L00-L98","L80-L98","L80-L98","Decubitus ulcer"
"L89","75-84","Female",1.14734973612964,"L00-L98","L80-L98","L80-L98","Decubitus ulcer and pressure area, unspecified"
"L89","75-84","Female",1.14734973612964,"L00-L98","L80-L98","L80-L98","Stage IV decubitus ulcer"
"L89","75-84","Female",1.14734973612964,"L00-L98","L80-L98","L80-L98","Stage I decubitus ulcer and pressure area"
"L89","85+","Female",2.37227619202783,"L00-L98","L80-L98","L80-L98","Stage II decubitus ulcer"
"L89","85+","Female",2.37227619202783,"L00-L98","L80-L98","L80-L98","Stage III decubitus ulcer"
"L89","85+","Female",2.37227619202783,"L00-L98","L80-L98","L80-L98","Decubitus ulcer"
"L89","85+","Female",2.37227619202783,"L00-L98","L80-L98","L80-L98","Decubitus ulcer and pressure area, unspecified"
"L89","85+","Female",2.37227619202783,"L00-L98","L80-L98","L80-L98","Stage IV decubitus ulcer"
"L89","85+","Female",2.37227619202783,"L00-L98","L80-L98","L80-L98","Stage I decubitus ulcer and pressure area"
"L89","45-54","Female",-2.44964703603889,"L00-L98","L80-L98","L80-L98","Stage II decubitus ulcer"
"L89","45-54","Female",-2.44964703603889,"L00-L98","L80-L98","L80-L98","Stage III decubitus ulcer"
"L89","45-54","Female",-2.44964703603889,"L00-L98","L80-L98","L80-L98","Decubitus ulcer"
"L89","45-54","Female",-2.44964703603889,"L00-L98","L80-L98","L80-L98","Decubitus ulcer and pressure area, unspecified"
"L89","45-54","Female",-2.44964703603889,"L00-L98","L80-L98","L80-L98","Stage IV decubitus ulcer"
"L89","45-54","Female",-2.44964703603889,"L00-L98","L80-L98","L80-L98","Stage I decubitus ulcer and pressure area"
"L89","45-54","Male",-2.19741352397494,"L00-L98","L80-L98","L80-L98","Stage II decubitus ulcer"
"L89","45-54","Male",-2.19741352397494,"L00-L98","L80-L98","L80-L98","Stage III decubitus ulcer"
"L89","45-54","Male",-2.19741352397494,"L00-L98","L80-L98","L80-L98","Decubitus ulcer"
"L89","45-54","Male",-2.19741352397494,"L00-L98","L80-L98","L80-L98","Decubitus ulcer and pressure area, unspecified"
"L89","45-54","Male",-2.19741352397494,"L00-L98","L80-L98","L80-L98","Stage IV decubitus ulcer"
"L89","45-54","Male",-2.19741352397494,"L00-L98","L80-L98","L80-L98","Stage I decubitus ulcer and pressure area"
"L89","55-64","Male",-1.09969582936614,"L00-L98","L80-L98","L80-L98","Stage II decubitus ulcer"
"L89","55-64","Male",-1.09969582936614,"L00-L98","L80-L98","L80-L98","Stage III decubitus ulcer"
"L89","55-64","Male",-1.09969582936614,"L00-L98","L80-L98","L80-L98","Decubitus ulcer"
"L89","55-64","Male",-1.09969582936614,"L00-L98","L80-L98","L80-L98","Decubitus ulcer and pressure area, unspecified"
"L89","55-64","Male",-1.09969582936614,"L00-L98","L80-L98","L80-L98","Stage IV decubitus ulcer"
"L89","55-64","Male",-1.09969582936614,"L00-L98","L80-L98","L80-L98","Stage I decubitus ulcer and pressure area"
"L89","65-74","Male",-0.049766637474442,"L00-L98","L80-L98","L80-L98","Stage II decubitus ulcer"
"L89","65-74","Male",-0.049766637474442,"L00-L98","L80-L98","L80-L98","Stage III decubitus ulcer"
"L89","65-74","Male",-0.049766637474442,"L00-L98","L80-L98","L80-L98","Decubitus ulcer"
"L89","65-74","Male",-0.049766637474442,"L00-L98","L80-L98","L80-L98","Decubitus ulcer and pressure area, unspecified"
"L89","65-74","Male",-0.049766637474442,"L00-L98","L80-L98","L80-L98","Stage IV decubitus ulcer"
"L89","65-74","Male",-0.049766637474442,"L00-L98","L80-L98","L80-L98","Stage I decubitus ulcer and pressure area"
"L89","75-84","Male",1.00665865330926,"L00-L98","L80-L98","L80-L98","Stage II decubitus ulcer"
"L89","75-84","Male",1.00665865330926,"L00-L98","L80-L98","L80-L98","Stage III decubitus ulcer"
"L89","75-84","Male",1.00665865330926,"L00-L98","L80-L98","L80-L98","Decubitus ulcer"
"L89","75-84","Male",1.00665865330926,"L00-L98","L80-L98","L80-L98","Decubitus ulcer and pressure area, unspecified"
"L89","75-84","Male",1.00665865330926,"L00-L98","L80-L98","L80-L98","Stage IV decubitus ulcer"
"L89","75-84","Male",1.00665865330926,"L00-L98","L80-L98","L80-L98","Stage I decubitus ulcer and pressure area"
"L89","85+","Male",2.05717836587536,"L00-L98","L80-L98","L80-L98","Stage II decubitus ulcer"
"L89","85+","Male",2.05717836587536,"L00-L98","L80-L98","L80-L98","Stage III decubitus ulcer"
"L89","85+","Male",2.05717836587536,"L00-L98","L80-L98","L80-L98","Decubitus ulcer"
"L89","85+","Male",2.05717836587536,"L00-L98","L80-L98","L80-L98","Decubitus ulcer and pressure area, unspecified"
"L89","85+","Male",2.05717836587536,"L00-L98","L80-L98","L80-L98","Stage IV decubitus ulcer"
"L89","85+","Male",2.05717836587536,"L00-L98","L80-L98","L80-L98","Stage I decubitus ulcer and pressure area"
"L89","75-84","diff",-0.140691082820388,"L00-L98","L80-L98","L80-L98","Stage II decubitus ulcer"
"L89","75-84","diff",-0.140691082820388,"L00-L98","L80-L98","L80-L98","Stage III decubitus ulcer"
"L89","75-84","diff",-0.140691082820388,"L00-L98","L80-L98","L80-L98","Decubitus ulcer"
"L89","75-84","diff",-0.140691082820388,"L00-L98","L80-L98","L80-L98","Decubitus ulcer and pressure area, unspecified"
"L89","75-84","diff",-0.140691082820388,"L00-L98","L80-L98","L80-L98","Stage IV decubitus ulcer"
"L89","75-84","diff",-0.140691082820388,"L00-L98","L80-L98","L80-L98","Stage I decubitus ulcer and pressure area"
"L89","85+","diff",-0.31509782615247,"L00-L98","L80-L98","L80-L98","Stage II decubitus ulcer"
"L89","85+","diff",-0.31509782615247,"L00-L98","L80-L98","L80-L98","Stage III decubitus ulcer"
"L89","85+","diff",-0.31509782615247,"L00-L98","L80-L98","L80-L98","Decubitus ulcer"
"L89","85+","diff",-0.31509782615247,"L00-L98","L80-L98","L80-L98","Decubitus ulcer and pressure area, unspecified"
"L89","85+","diff",-0.31509782615247,"L00-L98","L80-L98","L80-L98","Stage IV decubitus ulcer"
"L89","85+","diff",-0.31509782615247,"L00-L98","L80-L98","L80-L98","Stage I decubitus ulcer and pressure area"
"M06","65-74","Male",0.25521507206241,"M00-M99","M00-M25","M00-M25","Other specified rheumatoid arthritis"
"M06","65-74","Male",0.25521507206241,"M00-M99","M00-M25","M00-M25","Inflammatory polyarthropathy"
"M06","65-74","Male",0.25521507206241,"M00-M99","M00-M25","M00-M25","Rheumatoid arthritis, unspecified"
"M06","65-74","Male",0.25521507206241,"M00-M99","M00-M25","M00-M25","Rheumatoid nodule"
"M06","65-74","Male",0.25521507206241,"M00-M99","M00-M25","M00-M25","Adult-onset Still disease"
"M06","65-74","Male",0.25521507206241,"M00-M99","M00-M25","M00-M25","Seronegative rheumatoid arthritis"
"M06","65-74","Male",0.25521507206241,"M00-M99","M00-M25","M00-M25","Rheumatoid bursitis"
"M06","75-84","Male",1.18665192034362,"M00-M99","M00-M25","M00-M25","Other specified rheumatoid arthritis"
"M06","75-84","Male",1.18665192034362,"M00-M99","M00-M25","M00-M25","Inflammatory polyarthropathy"
"M06","75-84","Male",1.18665192034362,"M00-M99","M00-M25","M00-M25","Rheumatoid arthritis, unspecified"
"M06","75-84","Male",1.18665192034362,"M00-M99","M00-M25","M00-M25","Rheumatoid nodule"
"M06","75-84","Male",1.18665192034362,"M00-M99","M00-M25","M00-M25","Adult-onset Still disease"
"M06","75-84","Male",1.18665192034362,"M00-M99","M00-M25","M00-M25","Seronegative rheumatoid arthritis"
"M06","75-84","Male",1.18665192034362,"M00-M99","M00-M25","M00-M25","Rheumatoid bursitis"
"M06","85+","Male",1.58404593171321,"M00-M99","M00-M25","M00-M25","Other specified rheumatoid arthritis"
"M06","85+","Male",1.58404593171321,"M00-M99","M00-M25","M00-M25","Inflammatory polyarthropathy"
"M06","85+","Male",1.58404593171321,"M00-M99","M00-M25","M00-M25","Rheumatoid arthritis, unspecified"
"M06","85+","Male",1.58404593171321,"M00-M99","M00-M25","M00-M25","Rheumatoid nodule"
"M06","85+","Male",1.58404593171321,"M00-M99","M00-M25","M00-M25","Adult-onset Still disease"
"M06","85+","Male",1.58404593171321,"M00-M99","M00-M25","M00-M25","Seronegative rheumatoid arthritis"
"M06","85+","Male",1.58404593171321,"M00-M99","M00-M25","M00-M25","Rheumatoid bursitis"
"M06","75-84","diff",-0.898488170772631,"M00-M99","M00-M25","M00-M25","Other specified rheumatoid arthritis"
"M06","75-84","diff",-0.898488170772631,"M00-M99","M00-M25","M00-M25","Inflammatory polyarthropathy"
"M06","75-84","diff",-0.898488170772631,"M00-M99","M00-M25","M00-M25","Rheumatoid arthritis, unspecified"
"M06","75-84","diff",-0.898488170772631,"M00-M99","M00-M25","M00-M25","Rheumatoid nodule"
"M06","75-84","diff",-0.898488170772631,"M00-M99","M00-M25","M00-M25","Adult-onset Still disease"
"M06","75-84","diff",-0.898488170772631,"M00-M99","M00-M25","M00-M25","Seronegative rheumatoid arthritis"
"M06","75-84","diff",-0.898488170772631,"M00-M99","M00-M25","M00-M25","Rheumatoid bursitis"
"M06","85+","diff",-0.976016088748142,"M00-M99","M00-M25","M00-M25","Other specified rheumatoid arthritis"
"M06","85+","diff",-0.976016088748142,"M00-M99","M00-M25","M00-M25","Inflammatory polyarthropathy"
"M06","85+","diff",-0.976016088748142,"M00-M99","M00-M25","M00-M25","Rheumatoid arthritis, unspecified"
"M06","85+","diff",-0.976016088748142,"M00-M99","M00-M25","M00-M25","Rheumatoid nodule"
"M06","85+","diff",-0.976016088748142,"M00-M99","M00-M25","M00-M25","Adult-onset Still disease"
"M06","85+","diff",-0.976016088748142,"M00-M99","M00-M25","M00-M25","Seronegative rheumatoid arthritis"
"M06","85+","diff",-0.976016088748142,"M00-M99","M00-M25","M00-M25","Rheumatoid bursitis"
"M06","45-54","diff",-0.982241626451033,"M00-M99","M00-M25","M00-M25","Other specified rheumatoid arthritis"
"M06","45-54","diff",-0.982241626451033,"M00-M99","M00-M25","M00-M25","Inflammatory polyarthropathy"
"M06","45-54","diff",-0.982241626451033,"M00-M99","M00-M25","M00-M25","Rheumatoid arthritis, unspecified"
"M06","45-54","diff",-0.982241626451033,"M00-M99","M00-M25","M00-M25","Rheumatoid nodule"
"M06","45-54","diff",-0.982241626451033,"M00-M99","M00-M25","M00-M25","Adult-onset Still disease"
"M06","45-54","diff",-0.982241626451033,"M00-M99","M00-M25","M00-M25","Seronegative rheumatoid arthritis"
"M06","45-54","diff",-0.982241626451033,"M00-M99","M00-M25","M00-M25","Rheumatoid bursitis"
"M06","55-64","diff",-0.734506080948935,"M00-M99","M00-M25","M00-M25","Other specified rheumatoid arthritis"
"M06","55-64","diff",-0.734506080948935,"M00-M99","M00-M25","M00-M25","Inflammatory polyarthropathy"
"M06","55-64","diff",-0.734506080948935,"M00-M99","M00-M25","M00-M25","Rheumatoid arthritis, unspecified"
"M06","55-64","diff",-0.734506080948935,"M00-M99","M00-M25","M00-M25","Rheumatoid nodule"
"M06","55-64","diff",-0.734506080948935,"M00-M99","M00-M25","M00-M25","Adult-onset Still disease"
"M06","55-64","diff",-0.734506080948935,"M00-M99","M00-M25","M00-M25","Seronegative rheumatoid arthritis"
"M06","55-64","diff",-0.734506080948935,"M00-M99","M00-M25","M00-M25","Rheumatoid bursitis"
"M06","45-54","Male",-2.40521150561449,"M00-M99","M00-M25","M00-M25","Other specified rheumatoid arthritis"
"M06","45-54","Male",-2.40521150561449,"M00-M99","M00-M25","M00-M25","Inflammatory polyarthropathy"
"M06","45-54","Male",-2.40521150561449,"M00-M99","M00-M25","M00-M25","Rheumatoid arthritis, unspecified"
"M06","45-54","Male",-2.40521150561449,"M00-M99","M00-M25","M00-M25","Rheumatoid nodule"
"M06","45-54","Male",-2.40521150561449,"M00-M99","M00-M25","M00-M25","Adult-onset Still disease"
"M06","45-54","Male",-2.40521150561449,"M00-M99","M00-M25","M00-M25","Seronegative rheumatoid arthritis"
"M06","45-54","Male",-2.40521150561449,"M00-M99","M00-M25","M00-M25","Rheumatoid bursitis"
"M06","55-64","Male",-0.899181616182689,"M00-M99","M00-M25","M00-M25","Other specified rheumatoid arthritis"
"M06","55-64","Male",-0.899181616182689,"M00-M99","M00-M25","M00-M25","Inflammatory polyarthropathy"
"M06","55-64","Male",-0.899181616182689,"M00-M99","M00-M25","M00-M25","Rheumatoid arthritis, unspecified"
"M06","55-64","Male",-0.899181616182689,"M00-M99","M00-M25","M00-M25","Rheumatoid nodule"
"M06","55-64","Male",-0.899181616182689,"M00-M99","M00-M25","M00-M25","Adult-onset Still disease"
"M06","55-64","Male",-0.899181616182689,"M00-M99","M00-M25","M00-M25","Seronegative rheumatoid arthritis"
"M06","55-64","Male",-0.899181616182689,"M00-M99","M00-M25","M00-M25","Rheumatoid bursitis"
"M06","55-64","Female",-0.164675535233754,"M00-M99","M00-M25","M00-M25","Other specified rheumatoid arthritis"
"M06","55-64","Female",-0.164675535233754,"M00-M99","M00-M25","M00-M25","Inflammatory polyarthropathy"
"M06","55-64","Female",-0.164675535233754,"M00-M99","M00-M25","M00-M25","Rheumatoid arthritis, unspecified"
"M06","55-64","Female",-0.164675535233754,"M00-M99","M00-M25","M00-M25","Rheumatoid nodule"
"M06","55-64","Female",-0.164675535233754,"M00-M99","M00-M25","M00-M25","Adult-onset Still disease"
"M06","55-64","Female",-0.164675535233754,"M00-M99","M00-M25","M00-M25","Seronegative rheumatoid arthritis"
"M06","55-64","Female",-0.164675535233754,"M00-M99","M00-M25","M00-M25","Rheumatoid bursitis"
"M06","65-74","Female",1.05467110631434,"M00-M99","M00-M25","M00-M25","Other specified rheumatoid arthritis"
"M06","65-74","Female",1.05467110631434,"M00-M99","M00-M25","M00-M25","Inflammatory polyarthropathy"
"M06","65-74","Female",1.05467110631434,"M00-M99","M00-M25","M00-M25","Rheumatoid arthritis, unspecified"
"M06","65-74","Female",1.05467110631434,"M00-M99","M00-M25","M00-M25","Rheumatoid nodule"
"M06","65-74","Female",1.05467110631434,"M00-M99","M00-M25","M00-M25","Adult-onset Still disease"
"M06","65-74","Female",1.05467110631434,"M00-M99","M00-M25","M00-M25","Seronegative rheumatoid arthritis"
"M06","65-74","Female",1.05467110631434,"M00-M99","M00-M25","M00-M25","Rheumatoid bursitis"
"M06","65-74","diff",-0.799456034251927,"M00-M99","M00-M25","M00-M25","Other specified rheumatoid arthritis"
"M06","65-74","diff",-0.799456034251927,"M00-M99","M00-M25","M00-M25","Inflammatory polyarthropathy"
